coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,main_temp_celsius,main_feel_like_celsius
12.5346,55.6794,801,Clouds,few clouds,02d,stations,281.39,277.21,279.67,282.49,1018,83,1018,1017,10000,9.26,30,,23,1727935950,2,2035645,DK,1727932617,1727973627,7200,2621942,Frederiksberg,200,8.389999999999986,4.2099999999999795
